시군구,평수,단지명,평단가,계약년월
강원도 강릉시 견소동,18.12121212121212,송정한신,1252.675585284281,202202
강원도 강릉시 견소동,18.12121212121212,송정한신,1065.0501672240803,202202
강원도 강릉시 견소동,25.74090909090909,송정한신,1079.9929366060394,202202
강원도 강릉시 견소동,18.12121212121212,송정한신,1158.8628762541807,202202
강원도 강릉시 견소동,18.17878787878788,송정해변신도브래뉴아파트,1760.2933822303717,202202
강원도 강릉시 견소동,25.754545454545454,송정해변신도브래뉴아파트,939.6399576420756,202202
강원도 강릉시 교동,25.75648484848485,강릉교동풍림아이원아파트,1688.8950590848553,202202
강원도 강릉시 교동,18.027272727272727,강원,532.5264750378215,202202
강원도 강릉시 교동,25.70909090909091,교동1주공,1555.8698727015558,202202
강원도 강릉시 교동,18.14848484848485,교동1주공,1366.5052596426783,202202
강원도 강릉시 교동,18.133333333333336,교동3주공,1654.411764705882,202202
강원도 강릉시 교동,35.84030303030303,교동대림,912.3806785995113,202202
강원도 강릉시 교동,23.927272727272726,대인맨션,794.0729483282676,202202
강원도 강릉시 교동,14.727272727272728,매화임대,882.7160493827159,202202
강원도 강릉시 교동,18.054545454545455,부영1,1124.3705941591138,202202
강원도 강릉시 교동,15.127272727272729,부영1,1150.2403846153845,202202
강원도 강릉시 교동,15.127272727272729,부영1,1123.798076923077,202202
강원도 강릉시 교동,18.054545454545455,부영1,1190.835850956697,202202
강원도 강릉시 교동,25.736363636363638,부영5,1476.5100671140938,202202
강원도 강릉시 교동,25.736363636363638,부영5,1655.245496291063,202202
강원도 강릉시 교동,25.736363636363638,부영5,1655.245496291063,202202
강원도 강릉시 교동,23.11818181818182,정아타워맨션,627.211954384585,202202
강원도 강릉시 교동,25.74090909090909,현대,726.4700688680912,202202
강원도 강릉시 교동,37.193939393939395,현대하이빌,1344.305035033404,202202
강원도 강릉시 교동,37.193939393939395,현대하이빌,1344.305035033404,202202
강원도 강릉시 교동,30.29090909090909,현대하이빌,1370.0480192076832,202202
강원도 강릉시 내곡동,12.478787878787879,강부2,520.8839242350656,202202
강원도 강릉시 내곡동,12.478787878787879,강부2,470.7989315201554,202202
강원도 강릉시 내곡동,12.478787878787879,강부2,536.9111219038368,202202
강원도 강릉시 내곡동,7.513636363636365,강부2,525.7108287961282,202202
강원도 강릉시 내곡동,15.133333333333333,관동2,541.8502202643172,202202
강원도 강릉시 내곡동,21.733333333333334,남산삼익,750.0,202202
강원도 강릉시 내곡동,25.716666666666665,내곡동현대,999.351911860013,202202
강원도 강릉시 내곡동,11.909090909090908,내곡주공,797.7099236641222,202202
강원도 강릉시 내곡동,18.172727272727272,내곡한라,957.4787393696848,202202
강원도 강릉시 내곡동,18.172727272727272,내곡한라,951.975987993997,202202
강원도 강릉시 내곡동,18.172727272727272,내곡한라,852.9264632316158,202202
강원도 강릉시 내곡동,18.172727272727272,내곡한라,1183.0915457728865,202202
강원도 강릉시 내곡동,18.172727272727272,내곡한라,935.4677338669335,202202
강원도 강릉시 내곡동,25.715151515151515,삼익타워맨션,544.4261135988687,202202
강원도 강릉시 노암동,12.04909090909091,노암3한라,676.3995774860418,202202
강원도 강릉시 노암동,12.04909090909091,노암3한라,676.3995774860418,202202
강원도 강릉시 노암동,22.61818181818182,노암3한라,707.3954983922829,202202
강원도 강릉시 노암동,18.164848484848488,신화,990.9248632056584,202202
강원도 강릉시 노암동,25.743636363636362,신화,1107.069708312734,202202
강원도 강릉시 노암동,25.588272727272727,양우내안애,1309.1934870732687,202202
강원도 강릉시 노암동,25.588272727272727,양우내안애,1289.6532857736677,202202
강원도 강릉시 송정동,25.743090909090913,강릉송정신원아침도시,1709.196465777225,202202
강원도 강릉시 송정동,23.02187878787879,강릉송정신원아침도시,1889.5069512268958,202202
강원도 강릉시 송정동,23.02187878787879,강릉송정신원아침도시,2063.2547168569554,202202
강원도 강릉시 송정동,25.745757575757576,강릉송정한신더휴,2048.8812513977,202202
강원도 강릉시 송정동,25.756212121212126,강릉송정한신더휴,2108.2292591960745,202202
